postcode,sector,average_household
HP18 9XE,HP18 9,9.0
BN16 3QA,BN16 3,13.0
CT2 7RU,CT2 7,9.0
SS16 5AY,SS16 5,13.0
KT13 0SS,KT13 0,8.0
ME13 7PA,ME13 7,13.0
DA1 3AE,DA1 3,22.0
CR0 1XB,CR0 1,14.0
SW7 3PL,SW7 3,10.0
PO4 9DL,PO4 9,20.0
CR0 1DX,CR0 1,14.0
PO2 7JR,PO2 7,19.0
BR3 3FF,BR3 3,13.0
SS17 7PB,SS17 7,17.0
ME10 4NR,ME10 4,14.0
CT16 2DE,CT16 2,18.0
SE18 3HF,SE18 3,15.0
HA8 9QU,HA8 9,12.0
OX11 6ER,OX11 6,
NW11 9LG,NW11 9,8.0
SS2 4LS,SS2 4,23.0
OX12 9NH,OX12 9,10.0
DA12 1JL,DA12 1,13.0
NW10 9RY,NW10 9,13.0
SW9 7TF,SW9 7,12.0
CT15 7DF,CT15 7,7.0
UB5 4QE,UB5 4,17.0
HP19 8BW,HP19 8,5.0
PO33 1EY,PO33 1,13.0
WC2R 0NS,WC2R 0,
SM3 9RU,SM3 9,18.0
RG9 6RP,RG9 6,5.0
TN20 6DH,TN20 6,7.0
SW16 2AX,SW16 2,19.0
W1S 3AG,W1S 3,
TN27 8DP,TN27 8,7.0
RH15 0NX,RH15 0,12.0
SO19 4DH,SO19 4,28.0
KT13 9RN,KT13 9,9.0
RG12 8ST,RG12 8,14.0
GU14 6LR,GU14 6,11.0
RG30 1AN,RG30 1,12.0
RH19 3JG,RH19 3,12.0
LU7 9FX,LU7 9,10.0
SS7 1RD,SS7 1,13.0
PO37 6NA,PO37 6,8.0
RG10 8JG,RG10 8,7.0
CT5 3GH,CT5 3,9.0
CT6 8EL,CT6 8,14.0
SS12 9BW,SS12 9,16.0
SL2 4EF,SL2 4,9.0
E3 5LT,E3 5,15.0
BN2 1AE,BN2 1,17.0
EC1A 7EB,EC1A 7,3.0
PO13 0RY,PO13 0,18.0
ME13 0LU,ME13 0,6.0
TW11 9QJ,TW11 9,12.0
DA10 0DG,DA10 0,17.0
TN40 1AX,TN40 1,14.0
SL5 7JR,SL5 7,7.0
KT16 0NX,KT16 0,10.0
CT13 9RU,CT13 9,6.0
NW4 1JS,NW4 1,9.0
SS7 3SU,SS7 3,14.0
RG27 0EA,RG27 0,8.0
PO2 8BD,PO2 8,14.0
PO8 0SF,PO8 0,10.0
SO16 3GF,SO16 3,14.0
NW11 7SU,NW11 7,7.0
RG1 2AA,RG1 2,6.0
ME16 0BQ,ME16 0,15.0
SE1 5EL,SE1 5,12.0
ME15 8LX,ME15 8,13.0
SW11 3HW,SW11 3,15.0
SL9 0LL,SL9 0,7.0
OX14 4FL,OX14 4,9.0
RG2 0GR,RG2 0,7.0
GU1 4RD,GU1 4,7.0
TN34 2LR,TN34 2,18.0
SE1 5RY,SE1 5,12.0
W4 3NE,W4 3,13.0
SE11 5SW,SE11 5,13.0
BN2 4NB,BN2 4,20.0
SO50 9XA,SO50 9,8.0
SE3 7TA,SE3 7,14.0
HP13 5UF,HP13 5,14.0
BR4 0LP,BR4 0,12.0
SW18 2EE,SW18 2,14.0
RM13 7RP,RM13 7,17.0
KT11 2DU,KT11 2,11.0
E15 3HH,E15 3,20.0
SW17 0BG,SW17 0,16.0
SO45 4JP,SO45 4,12.0
BR1 1SB,BR1 1,1.0
TN22 3BG,TN22 3,6.0
SE10 8UD,SE10 8,10.0
HA5 1AU,HA5 1,11.0
GU11 1LS,GU11 1,8.0
CR5 1SW,CR5 1,15.0
BR5 4LA,BR5 4,16.0
BN2 6RR,BN2 6,19.0
NW11 0DT,NW11 0,8.0
RH15 8LD,RH15 8,14.0
BR5 3AE,BR5 3,12.0
BN9 9TW,BN9 9,14.0
SO18 6TX,SO18 6,13.0
CR0 3HP,CR0 3,26.0
SO22 6DG,SO22 6,13.0
N10 1PL,N10 1,14.0
PO16 9HA,PO16 9,13.0
MK18 4NS,MK18 4,6.0
TW5 0PX,TW5 0,14.0
TW5 0AG,TW5 0,14.0
CT9 3DP,CT9 3,15.0
GU1 1QX,GU1 1,12.0
HA2 0PY,HA2 0,11.0
OX12 0ER,OX12 0,10.0
RH19 4AU,RH19 4,9.0
CT6 6NE,CT6 6,14.0
N15 5QD,N15 5,16.0
HP13 6DY,HP13 6,11.0
PO12 2RU,PO12 2,14.0
PO3 5EL,PO3 5,9.0
NW4 3SR,NW4 3,10.0
E2 9PH,E2 9,12.0
RH16 2HS,RH16 2,11.0
BN1 8PN,BN1 8,18.0
W11 3AN,W11 3,7.0
GU11 3NT,GU11 3,15.0
TN12 9TB,TN12 9,6.0
SE16 7EB,SE16 7,11.0
SP6 2HU,SP6 2,6.0
GU17 9AX,GU17 9,8.0
RM11 2JN,RM11 2,15.0
NW9 5AG,NW9 5,16.0
HP19 8FJ,HP19 8,5.0
PO12 4XP,PO12 4,22.0
CT6 7JH,CT6 7,15.0
SE3 0JH,SE3 0,10.0
E18 1GN,E18 1,12.0
N19 4NW,N19 4,16.0
SS8 8JR,SS8 8,17.0
RH12 4QN,RH12 4,11.0
SW8 2BP,SW8 2,14.0
SE8 5PY,SE8 5,14.0
GU46 7HG,GU46 7,10.0
RG9 1BD,RG9 1,11.0
RM18 8BU,RM18 8,16.0
SW16 1BZ,SW16 1,14.0
OX44 7QQ,OX44 7,8.0
BN23 5AH,BN23 5,23.0
GU3 1BG,GU3 1,6.0
CT14 6QB,CT14 6,10.0
SS8 7JT,SS8 7,12.0
KT10 8AN,KT10 8,11.0
SE7 8UD,SE7 8,13.0
NW6 4QQ,NW6 4,11.0
SW2 1NF,SW2 1,11.0
DA17 5NG,DA17 5,17.0
CT17 9JB,CT17 9,13.0
HP5 3HJ,HP5 3,11.0
RG30 3TS,RG30 3,12.0
GU31 5PF,GU31 5,7.0
CR0 0HH,CR0 0,26.0
HP16 0JJ,HP16 0,9.0
KT12 1BE,KT12 1,7.0
OX12 8PX,OX12 8,7.0
N22 8ET,N22 8,16.0
GU10 4NX,GU10 4,9.0
SO19 6RF,SO19 6,15.0
SS11 8NR,SS11 8,12.0
GU15 2RS,GU15 2,10.0
SW19 1EX,SW19 1,14.0
PO8 0LX,PO8 0,10.0
GU21 4QF,GU21 4,10.0
WC1R 4LP,WC1R 4,2.0
RG20 8LX,RG20 8,5.0
RM13 9HN,RM13 9,14.0
SO16 7JJ,SO16 7,9.0
GU21 3RX,GU21 3,19.0
SW18 5TH,SW18 5,17.0
TN10 3QA,TN10 3,13.0
E6 6GT,E6 6,19.0
RG12 9BN,RG12 9,13.0
ME8 9HG,ME8 9,17.0
RM2 6DS,RM2 6,15.0
RH6 9LU,RH6 9,13.0
OX33 1JR,OX33 1,9.0
SS13 3PA,SS13 3,14.0
SS16 5HN,SS16 5,13.0
KT20 7PD,KT20 7,8.0
SO45 2EY,SO45 2,14.0
BR1 5BA,BR1 5,23.0
BN3 4QA,BN3 4,15.0
NW9 7XZ,NW9 7,10.0
CM13 3QT,CM13 3,8.0
BR8 8BY,BR8 8,13.0
SO14 6FS,SO14 6,14.0
SO40 3BD,SO40 3,11.0
SO19 9ET,SO19 9,18.0
SE15 6RJ,SE15 6,13.0
SS17 0QZ,SS17 0,13.0
TW13 4FE,TW13 4,15.0
NW2 5JA,NW2 5,14.0
SO15 0NW,SO15 0,5.0
W5 4AQ,W5 4,17.0
CT4 7AZ,CT4 7,9.0
W1G 0BJ,W1G 0,
PO16 8QU,PO16 8,14.0
CT2 8DZ,CT2 8,14.0
RH2 7QW,RH2 7,11.0
NW10 1RF,NW10 1,13.0
CT5 4LE,CT5 4,15.0
SS13 2AT,SS13 2,13.0
SE18 6HA,SE18 6,12.0
UB6 9SX,UB6 9,15.0
SO40 4SB,SO40 4,15.0
TN15 8NQ,TN15 8,8.0
BR4 0BB,BR4 0,12.0
ME5 0NP,ME5 0,18.0
SW12 8HT,SW12 8,16.0
EC1V 4EX,EC1V 4,6.0
TN6 3RU,TN6 3,7.0
TN20 6BG,TN20 6,7.0
E6 1LS,E6 1,19.0
GU9 0HP,GU9 0,12.0
BN16 2RQ,BN16 2,13.0
SS13 2HJ,SS13 2,13.0
CR2 6DQ,CR2 6,14.0
HP18 9DG,HP18 9,9.0
ME14 3ER,ME14 3,5.0
TN21 0YH,TN21 0,7.0
SS4 3DJ,SS4 3,14.0
PO18 8RT,PO18 8,9.0
SM2 6SH,SM2 6,14.0
N12 7HE,N12 7,10.0
KT1 2JB,KT1 2,11.0
SO30 0HG,SO30 0,15.0
ME13 9QQ,ME13 9,7.0
RM1 2QR,RM1 2,10.0
GU27 1NQ,GU27 1,11.0
DA2 7EY,DA2 7,16.0
BN26 5QF,BN26 5,11.0
BN2 1FT,BN2 1,17.0
W1K 4DT,W1K 4,1.0
RH1 4RG,RH1 4,9.0
TW17 0HT,TW17 0,11.0
N3 2QB,N3 2,11.0
N15 3RF,N15 3,17.0
RG7 3EN,RG7 3,11.0
SW14 7NJ,SW14 7,12.0
SO18 5QY,SO18 5,15.0
SO30 4DY,SO30 4,12.0
SE4 2LJ,SE4 2,14.0
PO30 5LX,PO30 5,12.0
GU51 2TN,GU51 2,9.0
W1U 6PQ,W1U 6,3.0
SL9 0LP,SL9 0,7.0
W11 3JS,W11 3,7.0
E10 6EN,E10 6,17.0
RH5 4LN,RH5 4,10.0
E9 7PL,E9 7,17.0
NW5 2PP,NW5 2,13.0
BN17 6SS,BN17 6,17.0
ME8 0LZ,ME8 0,13.0
WC1N 3EQ,WC1N 3,6.0
BN22 9LN,BN22 9,15.0
W1G 9TA,W1G 9,1.0
BR2 7NQ,BR2 7,14.0
RM11 1JS,RM11 1,15.0
SO17 1DR,SO17 1,10.0
SE11 5RQ,SE11 5,13.0
E13 8DN,E13 8,17.0
WC1H 8WN,WC1H 8,8.0
RG1 8SB,RG1 8,5.0
GU14 6LD,GU14 6,11.0
RH1 6AP,RH1 6,13.0
HA8 7JA,HA8 7,6.0
SE12 0UB,SE12 0,14.0
N3 2WW,N3 2,11.0
MK18 5JE,MK18 5,5.0
TW9 3DG,TW9 3,9.0
SS17 8QB,SS17 8,16.0
TN30 7AE,TN30 7,9.0
DA16 3HX,DA16 3,15.0
HP11 2HE,HP11 2,6.0
TN40 2BE,TN40 2,15.0
HP11 2BL,HP11 2,6.0
SO32 3NQ,SO32 3,10.0
PO7 6EN,PO7 6,13.0
CM12 9HX,CM12 9,10.0
CT14 7LA,CT14 7,14.0
OX44 9BT,OX44 9,8.0
PO36 9PD,PO36 9,14.0
SL2 1UQ,SL2 1,17.0
KT20 6LR,KT20 6,8.0
SW11 6JA,SW11 6,15.0
GU14 6GY,GU14 6,11.0
N1 9SY,N1 9,8.0
W1S 4BT,W1S 4,
UB3 2AE,UB3 2,14.0
UB4 9EU,UB4 9,14.0
SO18 5DS,SO18 5,15.0
HA9 8JN,HA9 8,12.0
PO20 9BU,PO20 9,11.0
TW19 7UH,TW19 7,15.0
SW19 3WT,SW19 3,12.0
N1 6LW,N1 6,10.0
SE3 9XE,SE3 9,9.0
SE22 0DA,SE22 0,16.0
CR5 2QG,CR5 2,11.0
CT18 7HJ,CT18 7,14.0
SE16 3QP,SE16 3,14.0
ME6 5FP,ME6 5,15.0
E17 9QT,E17 9,15.0
N5 2SS,N5 2,16.0
E2 8BF,E2 8,11.0
SE8 3NA,SE8 3,15.0
SE12 0ST,SE12 0,14.0
W1K 3JE,W1K 3,1.0
CT5 1JZ,CT5 1,12.0
GU14 0QN,GU14 0,12.0
SL9 0LA,SL9 0,7.0
GU7 3LL,GU7 3,12.0
W8 7RR,W8 7,10.0
E12 5HW,E12 5,19.0
RG6 1NA,RG6 1,11.0
N11 3LJ,N11 3,14.0
KT6 7LT,KT6 7,13.0
SP10 1DU,SP10 1,7.0
CR0 2SB,CR0 2,23.0
E17 5EW,E17 5,19.0
W3 7TZ,W3 7,15.0
SW1P 2QE,SW1P 2,7.0
E1 7WY,E1 7,6.0
SO21 3RL,SO21 3,8.0
SW2 4NQ,SW2 4,15.0
NW11 9LY,NW11 9,8.0
OX11 7RH,OX11 7,14.0
W7 1AF,W7 1,16.0
PO8 8RJ,PO8 8,14.0
CR4 4DD,CR4 4,13.0
BR5 3DN,BR5 3,12.0
BN11 4HW,BN11 4,16.0
RM15 5AD,RM15 5,16.0
RG25 2NB,RG25 2,6.0
CT9 1UA,CT9 1,11.0
SE5 8DQ,SE5 8,17.0
OX13 5DX,OX13 5,7.0
SO14 2AX,SO14 2,5.0
TN24 9BX,TN24 9,16.0
SO30 3GU,SO30 3,12.0
SM4 5BE,SM4 5,14.0
SE18 6PG,SE18 6,12.0
EC2M 4NS,EC2M 4,
HA7 4JH,HA7 4,9.0
RH4 1RL,RH4 1,7.0
W1J 6QL,W1J 6,1.0
KT2 7DX,KT2 7,9.0
NW9 8PT,NW9 8,11.0
GU21 5BT,GU21 5,9.0
GU8 6EQ,GU8 6,8.0
RM15 6PL,RM15 6,16.0
BN1 5HB,BN1 5,15.0
KT13 0NQ,KT13 0,8.0
W6 8DE,W6 8,13.0
E13 9NX,E13 9,17.0
BN13 2BJ,BN13 2,15.0
SW6 7JR,SW6 7,13.0
GU19 5JZ,GU19 5,9.0
RM16 3HS,RM16 3,10.0
CR3 6QQ,CR3 6,12.0
E6 2AW,E6 2,18.0
KT17 3EJ,KT17 3,8.0
KT4 8GT,KT4 8,20.0
BN17 6QE,BN17 6,17.0
RM7 8AJ,RM7 8,20.0
BR7 6AL,BR7 6,13.0
TN23 3AU,TN23 3,15.0
KT19 9TW,KT19 9,17.0
SL2 3HS,SL2 3,8.0
DA1 2LX,DA1 2,15.0
UB7 7UR,UB7 7,11.0
RG9 5LD,RG9 5,6.0
RH16 4LR,RH16 4,10.0
N6 6JH,N6 6,10.0
UB3 2SB,UB3 2,14.0
PO9 3LX,PO9 3,16.0
NW11 6RJ,NW11 6,9.0
TN9 1DB,TN9 1,8.0
RH1 1BJ,RH1 1,7.0
W1D 4HS,W1D 4,2.0
CT16 2FD,CT16 2,18.0
SS9 3PR,SS9 3,16.0
GU35 0NF,GU35 0,12.0
DA16 1PN,DA16 1,19.0
E13 0BY,E13 0,21.0
RM2 5UP,RM2 5,13.0
GU2 7ZE,GU2 7,10.0
E2 6GE,E2 6,15.0
CT6 8DP,CT6 8,14.0
SO32 2PJ,SO32 2,11.0
RH1 4EF,RH1 4,9.0
RH13 5LU,RH13 5,11.0
SM7 2AA,SM7 2,12.0
SS17 8NQ,SS17 8,16.0
N16 6XD,N16 6,16.0
HP10 9BT,HP10 9,10.0
ME19 5QT,ME19 5,9.0
BN5 9YR,BN5 9,9.0
W1F 7DQ,W1F 7,2.0
BN1 6DS,BN1 6,19.0
ME1 1HF,ME1 1,8.0
CM15 9EW,CM15 9,14.0
NW8 8SE,NW8 8,13.0
SL2 1TY,SL2 1,17.0
EC2N 2QQ,EC2N 2,
SE3 7QW,SE3 7,14.0
TN38 0JD,TN38 0,18.0
SE12 0ZW,SE12 0,14.0
GU27 1EU,GU27 1,11.0
UB4 8QB,UB4 8,15.0
RH9 8JJ,RH9 8,12.0
BN15 0AB,BN15 0,15.0
SE9 5SU,SE9 5,14.0
PO20 0EQ,PO20 0,14.0
ME2 2DG,ME2 2,16.0
ME15 6QE,ME15 6,12.0
PO11 9JR,PO11 9,15.0
SO16 9BL,SO16 9,17.0
OX14 4QL,OX14 4,9.0
PO8 9EW,PO8 9,16.0
DA16 2HN,DA16 2,22.0
SW6 3TE,SW6 3,12.0
E5 8LF,E5 8,19.0
RG18 9US,RG18 9,8.0
PO38 1XZ,PO38 1,11.0
CR2 0JR,CR2 0,15.0
RH5 5EP,RH5 5,8.0
TN15 0DS,TN15 0,7.0
TN12 0ND,TN12 0,8.0
BH25 5SL,BH25 5,14.0
HA4 0PP,HA4 0,10.0
PO12 3RA,PO12 3,18.0
CT2 7PS,CT2 7,9.0
TN19 7AH,TN19 7,8.0
UB2 5SJ,UB2 5,15.0
N1 1XN,N1 1,12.0
CT16 1FW,CT16 1,6.0
ME16 0SN,ME16 0,15.0
SS16 6DQ,SS16 6,12.0
N1 9QA,N1 9,8.0
N4 2XR,N4 2,19.0
W1T 2DE,W1T 2,2.0
PO19 5QH,PO19 5,11.0
RG12 8DF,RG12 8,14.0
HP5 3BB,HP5 3,11.0
TW5 9BG,TW5 9,13.0
SW20 0SE,SW20 0,11.0
TN22 1UX,TN22 1,9.0
SE1 5HE,SE1 5,12.0
CT19 5NG,CT19 5,13.0
WC2B 5QZ,WC2B 5,3.0
PO16 8UE,PO16 8,14.0
RH10 1ZG,RH10 1,8.0
BN21 3EX,BN21 3,9.0
BN21 2UL,BN21 2,14.0
KT6 4AR,KT6 4,11.0
ME16 0SL,ME16 0,15.0
E7 0NP,E7 0,17.0
SE1 9SZ,SE1 9,4.0
WC2A 1JB,WC2A 1,
SO15 8PH,SO15 8,14.0
TN24 0NW,TN24 0,15.0
KT19 9TT,KT19 9,17.0
ME15 6UX,ME15 6,12.0
ME16 0RD,ME16 0,15.0
SS1 2SL,SS1 2,18.0
KT22 7LP,KT22 7,8.0
TW2 6SA,TW2 6,16.0
SE8 5EX,SE8 5,14.0
N4 2XJ,N4 2,19.0
BR7 6LF,BR7 6,13.0
N2 9NE,N2 9,12.0
CR0 0LT,CR0 0,26.0
RG12 1WP,RG12 1,
PO20 7HU,PO20 7,7.0
BR6 9DH,BR6 9,17.0
BR3 5PE,BR3 5,15.0
W11 1WG,W11 1,15.0
SO32 2NW,SO32 2,11.0
RH8 9DZ,RH8 9,11.0
PO2 8NL,PO2 8,14.0
SL3 8NZ,SL3 8,18.0
SE1 9NX,SE1 9,4.0
PO36 8ET,PO36 8,12.0
TW13 4DA,TW13 4,15.0
N4 2QT,N4 2,19.0
GU1 2LU,GU1 2,10.0
TW2 5EX,TW2 5,12.0
RH19 2RJ,RH19 2,8.0
SW16 1RP,SW16 1,14.0
CR5 3NG,CR5 3,10.0
SO43 7FY,SO43 7,12.0
NN13 5JJ,NN13 5,6.0
TN25 6RQ,TN25 6,8.0
CT17 9SQ,CT17 9,13.0
W1B 5TW,W1B 5,
E18 1NU,E18 1,12.0
W1G 7AH,W1G 7,2.0
SL6 2SB,SL6 2,12.0
N1 8BZ,N1 8,11.0
ME17 3LP,ME17 3,7.0
SO31 1AE,SO31 1,8.0
TN4 0NS,TN4 0,11.0
DA16 3HN,DA16 3,15.0
SW2 4RB,SW2 4,15.0
NW10 7FU,NW10 7,3.0
IG11 0HF,IG11 0,10.0
CT4 7AU,CT4 7,9.0
E1 0LW,E1 0,16.0
OX9 3BH,OX9 3,10.0
RG1 7LN,RG1 7,10.0
GU1 2AP,GU1 2,10.0
KT13 9SX,KT13 9,9.0
TN38 0QP,TN38 0,18.0
DA1 2DH,DA1 2,15.0
NW3 4AD,NW3 4,13.0
SW17 8TJ,SW17 8,23.0
CR0 5LE,CR0 5,19.0
NW3 6HS,NW3 6,8.0
NW8 9QG,NW8 9,11.0
E1W 3AG,E1W 3,13.0
CT18 8NX,CT18 8,8.0
SE1 4PG,SE1 4,12.0
SL4 3SS,SL4 3,11.0
SE14 5DJ,SE14 5,17.0
E1 5NU,E1 5,15.0
RG20 9HJ,RG20 9,6.0
SL5 8NH,SL5 8,9.0
UB7 0ED,UB7 0,8.0
SO16 7EG,SO16 7,9.0
HP27 0DR,HP27 0,10.0
SL1 9AT,SL1 9,13.0
ME12 4RJ,ME12 4,11.0
SW6 2DX,SW6 2,15.0
UB7 8JY,UB7 8,13.0
SO22 6RW,SO22 6,13.0
DA1 5AF,DA1 5,13.0
GU28 9NH,GU28 9,7.0
RG12 9NE,RG12 9,13.0
SL6 9EU,SL6 9,7.0
ME7 1QZ,ME7 1,14.0
SL6 7QL,SL6 7,10.0
RG14 7HT,RG14 7,11.0
GU18 5UZ,GU18 5,12.0
PO9 5DZ,PO9 5,16.0
CT14 9WD,CT14 9,17.0
SE4 1HG,SE4 1,20.0
GU30 7PG,GU30 7,10.0
SL1 8DZ,SL1 8,7.0
HP19 8TS,HP19 8,5.0
BN16 3BP,BN16 3,13.0
SL7 1PR,SL7 1,8.0
TN14 5RW,TN14 5,9.0
GU34 1BS,GU34 1,9.0
DA14 4HA,DA14 4,16.0
PO9 5EZ,PO9 5,16.0
BN43 5LN,BN43 5,14.0
E6 5TQ,E6 5,16.0
SO40 9AA,SO40 9,12.0
RH15 8UG,RH15 8,14.0
GU21 4LB,GU21 4,10.0
SM4 6AE,SM4 6,20.0
CT16 3AX,CT16 3,10.0
RM2 6RX,RM2 6,15.0
RG42 4BA,RG42 4,7.0
BN44 3TQ,BN44 3,13.0
SS12 9GL,SS12 9,16.0
ME18 5HE,ME18 5,8.0
PO12 4EN,PO12 4,22.0
E15 2SQ,E15 2,12.0
BN23 6AB,BN23 6,12.0
IG1 2JB,IG1 2,16.0
N6 5DW,N6 5,14.0
NW8 9BH,NW8 9,11.0
PO20 9JD,PO20 9,11.0
RG10 8LW,RG10 8,7.0
DA15 9NY,DA15 9,19.0
TN9 2QU,TN9 2,14.0
WC2H 8DW,WC2H 8,1.0
NW1 4ND,NW1 4,4.0
SL9 8PN,SL9 8,5.0
OX12 7LF,OX12 7,10.0
CM15 0QS,CM15 0,12.0
OX39 4TW,OX39 4,9.0
TN2 3EE,TN2 3,11.0
CR3 6NB,CR3 6,12.0
SS9 1PZ,SS9 1,15.0
RH17 7PD,RH17 7,10.0
PO35 5TD,PO35 5,11.0
LU6 2ES,LU6 2,12.0
ME14 2JN,ME14 2,14.0
PO30 4JB,PO30 4,9.0
SE17 3AP,SE17 3,15.0
RG20 8SE,RG20 8,5.0
TW15 1DB,TW15 1,12.0
UB6 9ER,UB6 9,15.0
TN28 8SP,TN28 8,11.0
ME13 7FF,ME13 7,13.0
UB4 9EW,UB4 9,14.0
RH12 5ZJ,RH12 5,16.0
TN6 3SJ,TN6 3,7.0
SW20 0PA,SW20 0,11.0
BN17 5HR,BN17 5,13.0
SL7 1HL,SL7 1,8.0
N1 5JQ,N1 5,14.0
NW1 4AB,NW1 4,4.0
RG42 5LT,RG42 5,5.0
E3 3RT,E3 3,11.0
SW15 6BE,SW15 6,12.0
IG3 9HN,IG3 9,16.0
TW10 6LT,TW10 6,11.0
SW1V 1QF,SW1V 1,4.0
SS14 2ER,SS14 2,16.0
SE7 8JQ,SE7 8,13.0
GU8 4TR,GU8 4,7.0
RG42 6LE,RG42 6,4.0
TW2 5AW,TW2 5,12.0
RG12 7AL,RG12 7,20.0
W5 1RR,W5 1,12.0
SE8 5UT,SE8 5,14.0
RG21 8XE,RG21 8,13.0
SS2 4HH,SS2 4,23.0
SO50 7LW,SO50 7,13.0
GU23 6EH,GU23 6,7.0
RH7 6NR,RH7 6,13.0
SE26 5TG,SE26 5,12.0
CR6 9NL,CR6 9,13.0
N1 5LY,N1 5,14.0
RG10 8QT,RG10 8,7.0
BN17 7QU,BN17 7,11.0
NW10 7QY,NW10 7,3.0
GU1 2HH,GU1 2,10.0
BR6 7PF,BR6 7,10.0
GU9 9AX,GU9 9,11.0
SO45 5UZ,SO45 5,13.0
SE1 6QW,SE1 6,9.0
RG20 6RE,RG20 6,10.0
PO30 2DS,PO30 2,10.0
TN32 5LS,TN32 5,7.0
DA14 4LA,DA14 4,16.0
CT20 3QB,CT20 3,10.0
BN9 0PW,BN9 0,8.0
RM11 3SZ,RM11 3,15.0
TW9 4LU,TW9 4,11.0
NW6 7YX,NW6 7,15.0
TW15 1BS,TW15 1,12.0
TN24 8LS,TN24 8,8.0
E9 5DR,E9 5,15.0
BH25 5JD,BH25 5,14.0
GU6 7BS,GU6 7,11.0
DA8 1YT,DA8 1,17.0
CR4 3NP,CR4 3,19.0
GU1 1YF,GU1 1,12.0
CM14 4QP,CM14 4,13.0
GU6 7QS,GU6 7,11.0
SO32 1EH,SO32 1,10.0
GU2 9TE,GU2 9,16.0
RM17 6UA,RM17 6,18.0
SL6 8TB,SL6 8,8.0
OX14 4QX,OX14 4,9.0
GU15 3AP,GU15 3,7.0
W1U 6SD,W1U 6,3.0
RG8 7PU,RG8 7,6.0
PO10 8SY,PO10 8,11.0
RM2 5QP,RM2 5,13.0
RH15 0TG,RH15 0,12.0
SM3 9LT,SM3 9,18.0
ME4 4EL,ME4 4,5.0
SO24 0BG,SO24 0,7.0
W1S 4JQ,W1S 4,
ME4 5RS,ME4 5,19.0
RH8 9BJ,RH8 9,11.0
SO50 6BR,SO50 6,12.0
SS8 0JF,SS8 0,13.0
KT22 8LE,KT22 8,7.0
NW6 7SH,NW6 7,15.0
GU52 6QY,GU52 6,15.0
DA13 0UU,DA13 0,12.0
BN16 4FD,BN16 4,12.0
TN22 5HH,TN22 5,9.0
W5 2LD,W5 2,12.0
BN12 5QQ,BN12 5,10.0
CM4 0JB,CM4 0,7.0
CM14 4ES,CM14 4,13.0
RM6 6JT,RM6 6,15.0
PO20 9AX,PO20 9,11.0
E1 8AH,E1 8,6.0
SM7 3JX,SM7 3,9.0
GU24 9LT,GU24 9,10.0
PO21 4TX,PO21 4,12.0
TN11 0ER,TN11 0,7.0
GU12 6LH,GU12 6,13.0
W9 2DE,W9 2,17.0
TN34 3LL,TN34 3,17.0
SW9 9JD,SW9 9,14.0
BN9 0EW,BN9 0,8.0
W1U 4NG,W1U 4,4.0
N16 5PP,N16 5,16.0
SL5 7AY,SL5 7,7.0
ME14 5GD,ME14 5,11.0
SW9 8QF,SW9 8,8.0
CR0 7SU,CR0 7,21.0
GU14 0EH,GU14 0,12.0
PO3 6HG,PO3 6,21.0
E11 3JH,E11 3,20.0
TW9 4BP,TW9 4,11.0
BN15 8TP,BN15 8,14.0
SE18 1AU,SE18 1,18.0
CT1 1AD,CT1 1,13.0
W14 0JJ,W14 0,15.0
RG45 7QH,RG45 7,10.0
SO15 0AE,SO15 0,5.0
KT4 7LY,KT4 7,16.0
SW16 5NL,SW16 5,18.0
RM16 2DR,RM16 2,19.0
BR5 4ET,BR5 4,16.0
RG26 4NF,RG26 4,13.0
SO31 4JG,SO31 4,12.0
GU34 1PL,GU34 1,9.0
HA5 1EB,HA5 1,11.0
SS6 8DF,SS6 8,16.0
PO3 5PA,PO3 5,9.0
SO31 9BG,SO31 9,12.0
SS15 6PE,SS15 6,13.0
DA1 1RR,DA1 1,11.0
HA4 9SE,HA4 9,14.0
SL5 8BY,SL5 8,9.0
RG6 7HY,RG6 7,14.0
TN15 0FR,TN15 0,7.0
ME3 0EE,ME3 0,8.0
PO33 1FB,PO33 1,13.0
RH10 9LU,RH10 9,
SM7 3HX,SM7 3,9.0
ME16 8DD,ME16 8,15.0
SE24 9PU,SE24 9,15.0
W2 1AS,W2 1,9.0
GU16 9AE,GU16 9,13.0
PO8 9HD,PO8 9,16.0
MK18 1DY,MK18 1,10.0
N2 9NT,N2 9,12.0
PO14 4JL,PO14 4,12.0
TN3 9TG,TN3 9,6.0
DA2 8BZ,DA2 8,9.0
BN3 4HF,BN3 4,15.0
ME1 3LL,ME1 3,12.0
W1U 1BD,W1U 1,2.0
KT8 1SZ,KT8 1,18.0
N8 0JY,N8 0,16.0
DA1 3HD,DA1 3,22.0
N7 7PX,N7 7,13.0
E16 1ES,E16 1,14.0
RG26 5SH,RG26 5,10.0
RH14 9ES,RH14 9,9.0
E17 8LN,E17 8,19.0
RM11 2AU,RM11 2,15.0
SW16 6AW,SW16 6,17.0
HP7 0DD,HP7 0,7.0
TN28 8SB,TN28 8,11.0
OX10 9QA,OX10 9,7.0
TN39 3SA,TN39 3,15.0
BN1 8GF,BN1 8,18.0
PO22 0DJ,PO22 0,11.0
E3 3PG,E3 3,11.0
PO40 9RR,PO40 9,9.0
N7 7QE,N7 7,13.0
UB7 7AT,UB7 7,11.0
GU14 9RE,GU14 9,16.0
SO30 2LX,SO30 2,15.0
