postcode,easting,northing,river_level,tide_level,rainfall_level
LU7 0HB,484965,226280,0.0736875,1.189,0.0
SE6 1QY,538846,173222,0.050947917,1.453,0.008333333
RG41 3AP,479223,168327,0.4395625,1.189,0.0
SO23 9LP,448564,129154,0.369760417,1.189,0.0
SS15 5SG,568524,189937,0.466239583,1.289,0.008333333
E1 8PL,534035,181116,5.802614583,1.453,0.008333333
SS17 7AT,568721,182918,0.466239583,1.289,0.0
IG2 6HE,543247,188352,0.401947917,1.289,0.0
KT14 7HX,506048,161379,0.4899375,1.453,0.0
RM12 6UA,553299,184955,0.131458333,1.289,0.0
BR7 6LQ,544433,170485,0.394427083,1.453,0.0
KT8 2TH,513339,168158,1.676614583,1.453,0.0
W8 6AP,525313,179140,1.24978125,1.453,0.0
RG14 6HH,445787,165141,0.997052083,1.189,0.0
N16 8EW,533552,185846,5.802614583,1.453,0.0
SW11 5LF,527819,175897,1.088635417,1.453,0.029166667
UB11 1AF,508148,180345,0.800291667,1.453,0.0
TN14 6BB,547293,152665,0.105166667,1.453,0.0
DA15 8TF,545249,174990,0.304677083,1.289,0.0
PO38 3DF,455827,79256,0.14584375,1.189,0.0
SS15 6JA,567679,189565,0.466239583,1.289,0.008333333
GU14 8XF,486239,157147,0.980875,1.189,0.0
SM4 5BE,525720,168621,-0.008385417,1.453,0.029166667
BH24 1GX,414811,105163,0.1148125,0.743,0.0
RM2 6NB,552756,190104,0.3786875,1.289,0.0
RM11 3QB,555669,186940,0.133041667,1.289,0.0
SE11 4AU,531595,177886,0.883375,1.453,0.008333333
RG7 2DG,468428,160212,0.245979167,1.189,0.0
E2 6LJ,534444,182656,5.802614583,1.453,0.008333333
SL7 1JL,485713,187011,0.0944375,1.189,0.0
TN40 2BE,574152,108308,0.05,1.453,0.008333333
GU51 2XB,482155,155824,0.773635417,1.189,0.0
CT21 5LQ,616469,134883,0.316895833,1.36,0.0
SE2 9TF,547703,179549,-1.24275,1.289,0.0
BN27 3QS,555700,109410,0.1488125,1.453,0.0
BN27 3QS,555700,109410,0.1488125,1.453,0.008333333
CT21 6BL,615903,134413,0.316895833,1.36,0.0
SE17 1DQ,532472,178442,0.087645833,1.453,0.008333333
GU8 5SP,494924,139074,1.866697917,1.189,0.0
RG41 3UY,479146,168776,0.4395625,1.189,0.0
W1D 7LA,529559,180830,0.795927083,1.453,0.0
SM2 5RP,526051,162681,0.977114583,1.453,0.008333333
PO39 0BY,432838,87309,0.139364583,0.743,0.0
MK17 0PL,481476,229878,2.128229167,1.189,0.0
W2 2LF,527353,180926,0.795927083,1.453,0.0
CR7 8SA,532773,168393,0.976458333,1.453,0.008333333
W2 4NT,525551,180871,1.24978125,1.453,0.0
SW16 1SU,529381,171235,0.883375,1.453,0.029166667
W9 2JE,525812,182161,0.795927083,1.453,0.0
N7 0JT,529940,185525,0.795927083,1.453,0.0
RH10 1UZ,527192,136870,0.203989583,1.453,0.008333333
CT9 1QD,635536,171083,0.22603125,1.36,0.0
BN11 2QA,516149,103352,1.18546875,1.453,0.008333333
TN27 9EX,590722,145585,0.347229167,1.289,0.0
HP20 2FY,482093,214829,1.073583333,1.189,0.0
RH11 7BD,526486,136683,0.203989583,1.453,0.008333333
HP20 1UA,481968,213544,1.073583333,1.189,0.0
PO20 8LY,478041,98707,0.25321875,1.189,0.0
SW9 6JW,531235,176837,0.883375,1.453,0.008333333
PO5 1JT,464434,99325,0.532385417,1.189,0.0
SO40 9DL,436179,113009,0.465875,1.189,0.008333333
N17 6NH,532966,189938,0.054510417,1.453,0.0
SL5 9RU,495085,166085,0.93428125,1.189,0.0
PO12 1BG,462055,100025,0.532385417,1.189,0.0
W12 9BS,522174,179361,1.24978125,1.453,0.0
BR6 7EF,544675,164335,0.4166875,1.453,0.0
E3 3QY,537622,182246,5.802614583,1.453,0.008333333
BN17 7AA,502598,102195,-3.331583333,1.189,0.0
PO11 0LL,471919,102499,0.049885417,1.189,0.0
OX11 0EW,449368,189133,0.51878125,1.189,0.0
N20 9EE,526716,194506,0.146125,1.453,0.0
UB3 5LR,508704,177105,0.06309375,1.453,0.0
SE16 6RX,535861,179825,0.087645833,1.453,0.008333333
SW16 6SH,528789,171196,0.883375,1.453,0.029166667
DA1 2RR,553970,173292,0.117114583,1.289,0.0
PO21 1UA,493260,98881,0.055479167,1.189,0.0
RG42 4SS,486830,170892,1.779916667,1.189,0.0
PO9 5RG,472819,108591,0.049885417,1.189,0.0
HA9 7LP,517828,185967,0.076614583,1.453,0.0
MK17 0DB,484520,230971,0.323822917,1.189,0.0
SS7 5HE,577238,186953,0.466239583,1.289,0.008333333
NW9 6LB,521633,188697,0.1208125,1.453,0.0
RH11 0LT,524584,136713,0.835739583,1.453,0.008333333
TN15 6BS,556828,163801,0.117114583,1.289,0.0
GU1 3JL,500130,149662,1.285479167,1.189,0.0
TN39 4JY,572566,108177,0.05,1.453,0.008333333
BN26 6FA,559836,104935,0.1488125,1.453,0.0
BN26 6FA,559836,104935,0.1488125,1.453,0.008333333
OX14 4PP,451068,194226,0.16446875,1.189,0.0
SO18 3QL,445850,114860,1.5491875,1.189,0.0
WC2H 9SE,530278,181072,5.802614583,1.453,0.0
SO32 3NG,461231,120412,0.134416667,1.189,0.004166667
RH2 0EF,525896,150927,0.53496875,1.453,0.029166667
W2 4RF,525830,180769,1.24978125,1.453,0.0
WC1B 3NB,529902,181510,0.795927083,1.453,0.0
SE1 8HL,531632,179818,5.802614583,1.453,0.008333333
SS9 3QN,582909,186773,0.466239583,1.289,0.0
RH1 6HP,527788,149188,0.53496875,1.453,0.004166667
HA3 8QL,516522,190105,0.073614583,1.453,0.0
SO14 6WD,442448,113980,1.5491875,1.189,0.0
NW4 4TA,522380,189820,0.1208125,1.453,0.0
KT13 9LQ,508887,165012,0.16090625,1.453,0.0
RG30 4DA,468559,173465,0.130697917,1.189,0.004166667
HA3 9EG,517821,189069,0.177635417,1.453,0.0
CR2 0DR,533825,162736,0.058260417,1.453,0.008333333
TN25 6AZ,612047,141356,0.316895833,1.36,0.033333333
BN6 8DL,531211,115787,0.16803125,1.453,0.0
ME9 8TA,587871,164376,0.329989583,1.289,0.0
GU9 7AQ,483122,146482,0.185645833,1.189,0.0
CT5 3PF,613888,166408,0.558104167,1.289,0.025
SS16 4DP,571922,187977,0.466239583,1.289,0.008333333
RG22 6BH,462377,150915,0.2371875,1.189,0.0
CT16 1FZ,631298,142186,0.163479167,1.36,0.004166667
RH10 7UH,529200,136092,0.770395833,1.453,0.008333333
KT15 1SF,504631,164428,1.037635417,1.453,0.0
RM16 2BX,561526,180580,0.133041667,1.289,0.0
W1U 1JG,528456,181175,0.795927083,1.453,0.0
DA7 6QF,550101,176571,0.139979167,1.289,0.0
SO41 3PS,432833,94929,0.35234375,0.743,0.0
CT14 8BN,637831,149572,0.163479167,1.36,0.004166667
KT17 1ES,521598,161477,0.1145,1.453,0.008333333
PO6 3LF,465134,106128,0.179208333,1.189,0.004166667
W1U 6PA,527939,181807,0.795927083,1.453,0.0
E1 0AR,535270,180984,5.802614583,1.453,0.008333333
W1U 1PH,528664,181356,0.795927083,1.453,0.0
KT22 8NH,516955,155955,1.22046875,1.453,0.0
GU34 2TH,472345,139983,0.11896875,1.189,0.0
W1H 1NG,527548,181670,0.795927083,1.453,0.0
GU52 0XT,480369,151758,0.440854167,1.189,0.0
SL3 7JS,500158,178635,3.368458333,1.189,0.0
W5 3UR,518064,180731,0.398427083,1.453,0.0
TN22 2DJ,546230,123797,0.35525,1.453,0.0125
CT4 7LD,610139,154966,0.246020833,1.289,0.016666667
TN21 0XJ,557770,121093,0.076489583,1.453,0.0
BN27 2DH,559419,108917,0.1488125,1.453,0.008333333
TN23 4GW,598809,142009,0.137166667,1.289,0.004166667
UB2 5DL,511420,179294,0.134510417,1.453,0.0
HA4 7QB,509119,187819,0.163802083,1.453,0.0
RG42 6YA,485581,169271,0.18003125,1.189,0.0
W2 6LQ,526414,181302,0.795927083,1.453,0.0
CR0 3EB,531068,166986,0.058260417,1.453,0.016666667
RG10 9XB,482365,179559,0.110395833,1.189,0.0
SE13 6EY,538655,174741,0.050947917,1.453,0.008333333
N4 1AE,531735,188301,2.525052083,1.453,0.0
TW8 0JJ,517836,177511,0.398427083,1.453,0.0
CT14 0JZ,628885,152314,0.163479167,1.36,0.004166667
SW3 3TH,527428,178317,1.088635417,1.453,0.0
GU6 7RD,509106,140229,1.29515625,1.453,0.0
W1K 4HL,528668,180942,0.795927083,1.453,0.0
ME13 9AZ,606482,159081,0.246020833,1.289,0.008333333
OX11 8QF,452042,189636,0.1175,1.189,0.0
TN6 1TF,551934,130772,0.246114583,1.453,0.008333333
SW19 8BE,525205,172617,1.088635417,1.453,0.0
RM10 9LR,549465,183486,-0.706,1.289,0.0
PO36 9GZ,458939,83479,0.353510417,1.189,0.0
CT17 0HA,630368,142130,0.163479167,1.36,0.0
SL2 5RT,499267,181101,3.368458333,1.189,0.0
HP5 2DH,495689,203094,0.400927083,1.189,0.016666667
BN2 6DH,534608,105624,-5.02471875,1.453,0.016666667
W1U 6TW,527989,181825,0.795927083,1.453,0.0
SP11 6RH,437680,147897,0.254114583,1.189,0.0125
W6 9AD,523317,177964,1.24978125,1.453,0.0
RH6 8HR,527725,144352,1.948333333,1.453,0.004166667
RM15 5DJ,558631,181599,0.133041667,1.289,0.0
SE5 8TH,532870,175870,0.087645833,1.453,0.008333333
ME4 6RR,575487,167296,0.150145833,1.289,0.004166667
SE27 0HZ,531846,172172,0.976458333,1.453,0.008333333
SW18 3BX,526107,173796,1.088635417,1.453,0.0
BH25 6AQ,424105,95070,0.1148125,0.743,0.0
SW18 4DH,525723,174281,1.088635417,1.453,0.0
RG5 3RN,476090,171807,0.205104167,1.189,0.0
GU12 5EE,489521,152034,0.69434375,1.189,0.0
HP18 0HW,478881,216493,0.880864583,1.189,0.0
CT9 5JU,633336,169888,0.22603125,1.36,0.0
KT18 5SB,523675,158428,0.1145,1.453,0.008333333
KT13 8TH,507261,164403,0.9871875,1.453,0.0
SL5 7DD,493978,168619,0.553958333,1.189,0.0
PO14 1FD,457251,104904,0.179208333,1.189,0.0
SS12 9PQ,575548,192381,0.466239583,1.289,0.008333333
GU27 2QQ,489271,132683,0.225635417,1.189,0.0
SW12 9NR,529117,174077,0.883375,1.453,0.029166667
N12 8QF,526204,192790,0.268125,1.453,0.0
ME4 4NQ,576329,167598,0.150145833,1.289,0.004166667
E5 9LD,534804,187162,5.802614583,1.453,0.0
ME15 8SW,578687,153184,0.329989583,1.289,0.0
CT14 8JA,634479,149967,0.163479167,1.36,0.004166667
SL3 7JT,500326,178519,3.368458333,1.189,0.0
W3 9AD,519009,179759,0.398427083,1.453,0.0
RM15 4BT,557087,180293,0.133041667,1.289,0.0
SW19 2DT,526954,170193,0.134333333,1.453,0.029166667
NW5 1UT,529017,185703,0.795927083,1.453,0.0
SO16 9EB,438154,114493,0.044114583,1.189,0.004166667
E17 3EJ,537869,189391,1.050166667,1.289,0.0
RH19 3YQ,539919,138183,0.926635417,1.453,0.0
PO35 5PW,463004,86599,0.353510417,1.189,0.0
KT12 4DB,509053,162866,0.4899375,1.453,0.0
SW7 4PE,526246,178986,1.088635417,1.453,0.0
SP10 2QD,437400,145488,0.254114583,1.189,0.0125
TN4 8WJ,559913,145919,1.194522222,1.453,0.0
SO31 8AT,448317,110531,0.144351064,1.189,0.0
PO8 0JY,470490,115887,0.131645833,1.189,0.0
GU5 9EN,506359,143102,1.29515625,1.453,0.004166667
SM6 8HL,529663,164518,0.297697917,1.453,0.016666667
IG3 9TG,545728,186828,2.946239583,1.289,0.0125
BN5 9PH,521094,116238,0.38971875,1.453,0.0
DA1 2XG,553917,173635,0.117114583,1.289,0.0
GU2 8YA,498827,150512,1.285479167,1.189,0.0
RG42 4HP,484267,170962,0.18003125,1.189,0.0
E2 0NU,535148,183017,5.802614583,1.453,0.008333333
SE20 7BQ,535359,170673,0.090395833,1.453,0.008333333
BN21 2PP,559891,99892,0.1488125,1.453,0.0
BN21 2PP,559891,99892,0.1488125,1.453,0.008333333
N2 0UR,526213,189874,0.795927083,1.453,0.0
HA3 8PB,516392,189890,0.177635417,1.453,0.0
RG18 9EQ,449014,172263,1.3541875,1.189,0.0
PO38 1LP,454463,77237,0.14584375,1.189,0.0
KT12 1AJ,509820,166543,3.083177083,1.453,0.0
KT17 1PH,522004,162240,0.1145,1.453,0.008333333
BN16 2DJ,505802,101930,-3.331583333,1.453,0.0
W1U 2ER,528440,181399,0.795927083,1.453,0.0
TN15 6HF,557310,163460,0.117114583,1.289,0.0
GU34 2PX,472696,139838,0.11896875,1.189,0.0
RG8 8NJ,458858,176927,0.100520833,1.189,0.004166667
SO30 4JZ,448928,112705,0.144351064,1.189,0.0
KT3 4JY,521341,168950,0.789958333,1.453,0.0
SO23 8AX,448161,129738,0.44234375,1.189,0.0
W10 6BL,523673,181962,0.083416667,1.453,0.0
SS1 2PB,588747,185929,0.150145833,1.289,0.0
WD3 6EG,501723,198286,0.102375,1.189,0.016666667
CR4 3FD,527489,169384,0.060520833,1.453,0.029166667
BN22 8RG,562220,100725,0.1488125,1.453,0.0
HA6 3SJ,509460,191872,7.497135417,1.453,0.0
SO41 9PY,432759,95894,0.35234375,0.743,0.0
BN11 3RE,513896,102451,-3.331583333,1.453,0.008333333
CR7 7WS,531406,166024,0.058260417,1.453,0.016666667
HP14 4SB,484298,197366,0.169916667,1.189,0.0
ME14 5UN,578264,155703,0.329989583,1.289,0.0
SO19 6PQ,446909,112772,1.5491875,1.189,0.0
KT24 5AU,510005,155368,1.17375,1.453,0.0
SE12 8UG,540643,174756,0.196427083,1.453,0.008333333
DA3 8PU,557664,165061,0.117114583,1.289,0.0
W11 4JH,524155,180868,1.24978125,1.453,0.0
PO2 0BT,465082,102269,0.532385417,1.189,0.0
TN3 9DU,559055,135567,0.26453125,1.453,0.008333333
ME19 6SJ,569771,158199,0.45975,1.289,0.004166667
NW3 2DP,527979,184519,0.795927083,1.453,0.0
W5 1AJ,518412,182497,0.120166667,1.453,0.0
E6 3HB,541792,182561,2.946239583,1.289,0.0125
SS12 0BL,574093,193122,0.466239583,1.289,0.008333333
OX11 0DP,449764,189326,0.51878125,1.189,0.0
BN16 1LX,507022,101648,-3.331583333,1.453,0.0
E1 3FW,535895,181940,5.802614583,1.453,0.008333333
N8 8EG,530006,188255,2.525052083,1.453,0.0
OX12 0DS,438151,191922,0.514864583,1.189,0.004166667
BN17 6JT,503267,103528,-3.331583333,1.189,0.0
CT2 7RA,615336,159311,0.385541667,1.36,0.008333333
E14 0BU,537625,180837,0.050947917,1.453,0.008333333
UB5 5BT,512613,184293,0.017322917,1.453,0.0
HA5 1LZ,511827,188083,0.087135417,1.453,0.0
N1 8FT,531630,183943,5.802614583,1.453,0.0
BN1 3JH,530480,105057,1.18546875,1.453,0.016666667
SW8 3RL,528645,176373,0.060520833,1.453,0.029166667
SW9 0UQ,531079,176083,0.883375,1.453,0.008333333
HA3 0AG,516494,188144,0.177635417,1.453,0.0
W1J 7HY,528613,180184,0.795927083,1.453,0.0
GU9 9RQ,485223,147571,0.185645833,1.189,0.0
N1 2SS,532033,184035,5.802614583,1.453,0.0
SO19 8PG,445240,111994,1.5491875,1.189,0.0
RG24 7HQ,466571,152204,1.0271875,1.189,0.0
CT9 2JT,636833,171172,0.22603125,1.36,0.0
UB1 1NJ,511860,180473,0.134510417,1.453,0.0
RH6 8LT,527509,144486,0.412020833,1.453,0.004166667
EC1Y 0UT,532118,182234,5.802614583,1.453,0.0
CR8 5AB,532522,160164,0.058260417,1.453,0.008333333
W1U 4SB,528332,181572,0.795927083,1.453,0.0
SO41 0GP,426573,95429,0.139364583,0.743,0.0
EC4V 5EF,531821,181089,5.802614583,1.453,0.0
KT5 8AZ,518466,167611,0.186958333,1.453,0.0
N1 4JU,533261,184400,5.802614583,1.453,0.0
SW7 4RX,526051,179047,1.24978125,1.453,0.0
TN2 3PS,559378,139783,1.194522222,1.453,0.0
BR8 8AZ,551948,168251,0.117114583,1.289,0.004166667
N16 7LH,533785,186456,5.802614583,1.453,0.0
BN3 4PF,526740,104973,1.18546875,1.453,0.016666667
W10 5AY,523833,182345,0.083416667,1.453,0.0
CR2 9JG,533750,161400,0.058260417,1.453,0.008333333
BR2 9JX,540831,168554,0.05725,1.453,0.008333333
KT10 0TY,516667,163168,0.051541667,1.453,0.0
PO6 2HJ,466934,105558,0.049885417,1.189,0.0
RM4 1PH,550883,192814,0.394677083,1.289,0.0
SE16 2QF,535589,178881,0.087645833,1.453,0.008333333
OX49 5TX,471293,197622,1.275385417,1.189,0.0
SS1 3AN,590232,184974,0.150145833,1.289,0.0
N8 0EX,531285,189463,2.525052083,1.453,0.0
KT21 2TD,518259,157128,1.22046875,1.453,0.0
RG10 8JB,478620,179309,0.14346875,1.189,0.0
RG10 8QE,480644,180904,0.110395833,1.189,0.0
SW16 5DU,529812,170116,0.883375,1.453,0.008333333
SO15 4GQ,439296,113243,0.044114583,1.189,0.004166667
TW4 7HT,511955,176190,0.06309375,1.453,0.0
W1U 2HU,528443,181549,0.795927083,1.453,0.0
RH10 7XN,529768,136985,0.770395833,1.453,0.008333333
EC2P 2AX,531073,182317,5.802614583,1.453,0.0
N15 4AA,532656,189261,0.054510417,1.453,0.0
NW5 1AN,528948,185969,0.795927083,1.453,0.0
NW7 2RB,522313,192033,0.1208125,1.453,0.0
HA3 8UH,517294,189157,0.177635417,1.453,0.0
CT8 8WT,635668,170760,0.22603125,1.36,0.0
ME15 9LS,578062,152430,0.329989583,1.289,0.0
BN2 0JP,531822,104276,1.18546875,1.453,0.016666667
BR8 8JG,550538,167383,0.139979167,1.289,0.004166667
ME17 3DG,583310,149290,0.347229167,1.289,0.0
SW9 7LB,531561,175822,0.883375,1.453,0.008333333
N1C 4AJ,530182,183893,0.795927083,1.453,0.0
KT6 6HS,518842,168682,0.186958333,1.453,0.0
TN39 4AE,574073,108617,0.05,1.453,0.008333333
SW9 7LQ,531656,175871,0.883375,1.453,0.008333333
CT12 6AZ,636127,165836,0.163479167,1.36,0.0
N6 5HL,528876,187585,0.795927083,1.453,0.0
ME19 5DG,566002,159164,1.667,1.289,0.004166667
BN27 2PE,559635,109459,0.1488125,1.453,0.008333333
W12 8QD,523359,179752,1.24978125,1.453,0.0
EN4 9HF,527514,196247,0.146125,1.453,0.0
TW11 8TE,515604,171376,0.07946875,1.453,0.0
RH14 9JS,507856,124210,0.335864583,1.453,0.0
KT20 7NW,522557,153192,0.413989583,1.453,0.029166667
OX3 8TD,456437,206424,1.745958333,1.189,0.0
ME9 8FE,590552,163563,0.162083333,1.289,0.0
SE16 6PS,535666,179799,0.087645833,1.453,0.008333333
ME14 2LP,575559,156929,0.114541667,1.289,0.004166667
HP16 9RG,484432,201652,0.169916667,1.189,0.0
TW9 1HG,517811,174852,2.055427083,1.453,0.0
W2 5QL,525194,181527,0.083416667,1.453,0.0
SL4 5HG,494761,177042,0.102864583,1.189,0.0
SE16 2PU,535602,178780,0.087645833,1.453,0.008333333
SW4 8PF,529388,173853,0.883375,1.453,0.029166667
SS7 5DQ,576823,186721,0.466239583,1.289,0.008333333
GU16 6JA,488628,155470,0.851354167,1.189,0.0
RG12 8FZ,486120,168897,0.18003125,1.189,0.0
SO14 3JG,442145,111065,1.5491875,1.189,0.0
NW8 8PN,526842,182160,0.795927083,1.453,0.0
PO9 3RX,470596,107659,0.049885417,1.189,0.0
HA3 6SU,514575,191817,0.134989583,1.453,0.0
SO43 7DT,429193,108540,0.026270833,0.743,0.0125
NW3 1NG,526731,185634,0.795927083,1.453,0.0
BN21 4RJ,561031,99005,0.1488125,1.453,0.0
BN21 4RJ,561031,99005,0.1488125,1.453,0.008333333
UB4 9UF,511658,181521,0.134510417,1.453,0.0
RG18 3SX,451272,167449,1.3541875,1.189,0.0
E14 3GX,537640,178484,0.050947917,1.453,0.008333333
SE19 2JD,534123,170218,0.976458333,1.453,0.008333333
GU34 5DH,466767,134706,0.11896875,1.189,0.0
RG41 5BA,477796,170022,0.205104167,1.189,0.0
EC1A 9HX,531798,181626,5.802614583,1.453,0.0
HA9 9UE,519898,186454,0.076614583,1.453,0.0
N12 8JN,526072,192421,0.268125,1.453,0.0
W2 3SN,526053,180709,1.24978125,1.453,0.0
W10 6SA,523834,181007,1.24978125,1.453,0.0
TN12 9JD,574302,144578,0.2119375,1.289,0.008333333
PO7 7XE,467926,109862,0.049885417,1.189,0.0
GU14 7AA,487228,154950,0.851354167,1.189,0.0
SE13 5FG,538843,174993,0.050947917,1.453,0.008333333
SL6 5DA,487058,181392,-0.007625,1.189,0.0
IG11 7NT,544485,183987,2.946239583,1.289,0.0125
SS12 9HE,575572,192441,0.466239583,1.289,0.008333333
RH14 0HB,503257,122683,0.335864583,1.189,0.0
E11 4RZ,539142,186950,0.401947917,1.289,0.0
RG26 3XH,460999,161865,0.200083333,1.189,0.0
RH2 7PB,525985,148683,0.228770833,1.453,0.004166667
RH12 3NL,515283,131398,0.229604167,1.453,0.0
EC1V 0AB,531855,182227,5.802614583,1.453,0.0
PO7 5BQ,466830,106886,0.049885417,1.189,0.0
HA3 5HF,515032,190530,0.073614583,1.453,0.0
GU12 5HU,489152,152179,0.69434375,1.189,0.0
BN20 0AZ,554353,97459,0.1488125,1.453,0.0
BN20 0AZ,554353,97459,0.1488125,1.453,0.008333333
HA8 8NN,519596,192238,0.762697917,1.453,0.0
RM3 7GL,553194,192523,1.005916667,1.289,0.0
KT17 2NE,522199,164014,0.209322917,1.453,0.008333333
RH1 5RU,530498,149106,0.53496875,1.453,0.004166667
WC2E 7PZ,530506,180870,5.802614583,1.453,0.0
N19 5FB,529236,185840,0.795927083,1.453,0.0
RH5 6JW,512944,144717,0.1686875,1.453,0.0
BH24 1NJ,415628,104930,0.1148125,0.743,0.0
UB8 1QR,505993,184213,0.757135417,1.453,0.0
RM3 9SB,554772,192393,1.005916667,1.289,0.0
W7 1PE,515589,181614,0.192822917,1.453,0.0
ME2 2UJ,572278,168747,0.150145833,1.289,0.004166667
BR1 1JQ,540290,169102,0.05725,1.453,0.008333333
W13 0BL,515741,182342,0.192822917,1.453,0.0
SL9 8PF,500246,188620,0.0918125,1.189,0.0
N7 7NG,530978,186002,2.525052083,1.453,0.0
RH18 5AR,542415,134449,0.0875,1.453,0.008333333
HP21 8DL,481965,212400,1.073583333,1.189,0.0
ME15 6NL,576148,155271,0.329989583,1.289,0.0
DA5 1HZ,548898,173857,0.139979167,1.289,0.0
TN17 4NA,584592,131426,0.203041667,1.289,0.008333333
SW17 9EN,528449,170573,0.883375,1.453,0.029166667
DA14 5HD,548570,171775,0.304677083,1.289,0.0
SS6 7FR,580281,190958,0.466239583,1.289,0.0
E17 7PJ,536408,188704,0.171541667,1.289,0.0
NW6 4DA,525310,183440,0.083416667,1.453,0.0
N2 8EL,526702,190142,0.795927083,1.453,0.0
HP19 9JH,480754,214839,0.880864583,1.189,0.0
CR0 6ES,533428,166689,0.976458333,1.453,0.008333333
PO14 3LZ,454796,102079,0.532385417,1.189,0.0
NW1 8YH,527918,184010,0.795927083,1.453,0.0
HA4 0NH,511645,186093,0.017322917,1.453,0.0
PO5 1EP,464683,99412,0.532385417,1.189,0.0
RG45 6GD,485581,169271,0.18003125,1.189,0.0
TN28 8LQ,607177,124858,0.05,1.36,0.008333333
UB9 5JX,503581,188142,0.149947917,1.453,0.0
E17 3BJ,537592,189654,1.050166667,1.289,0.0
SO17 2HP,442917,113831,1.5491875,1.189,0.0
BN43 5WY,521151,105742,1.18546875,1.453,0.008333333
SS12 0HL,573433,193010,0.466239583,1.289,0.008333333
CT20 2EU,621890,135427,0.061166667,1.36,0.0
BR4 9EB,539891,164675,0.038375,1.453,0.008333333
NW10 7BQ,520151,183140,0.120166667,1.453,0.0
E17 8BH,537412,189266,1.050166667,1.289,0.0
ME5 8HD,576632,163692,0.150145833,1.289,0.004166667
KT13 9JJ,509367,166075,3.083177083,1.453,0.0
SW19 1DT,526319,170115,0.0055,1.453,0.029166667
ME17 1AD,586931,152702,0.347229167,1.289,0.0
RH20 3AF,510818,115171,1.930604167,1.453,0.0
BN15 9LY,517945,104697,1.18546875,1.453,0.008333333
SE25 5JZ,534317,168047,0.976458333,1.453,0.008333333
RG4 8SY,471793,177331,6.67753125,1.189,0.004166667
CR3 6GD,533044,154710,0.53496875,1.453,0.008333333
SE1 3LJ,533408,179746,5.802614583,1.453,0.008333333
SW2 5HY,530444,174691,0.883375,1.453,0.008333333
BN18 9QJ,503974,106708,-3.331583333,1.453,0.0
SE17 1BD,532568,178623,0.087645833,1.453,0.008333333
BR6 7QA,549822,165005,0.251885417,1.453,0.004166667
GU14 0HT,485869,155527,0.773635417,1.189,0.0
TN4 9SX,557219,140153,1.194522222,1.453,0.0
KT6 4HA,517863,167903,0.186958333,1.453,0.0
RM9 6ET,548223,184369,-1.24275,1.289,0.0
SW3 3EW,527320,178638,1.088635417,1.453,0.0
BN2 6WN,536597,104787,-5.02471875,1.453,0.016666667
N7 6RN,530373,186494,2.525052083,1.453,0.0
BN24 5PP,560977,104300,0.1488125,1.453,0.0
BN24 5PP,560977,104300,0.1488125,1.453,0.008333333
SW1P 4HW,529973,178767,0.883375,1.453,0.008333333
BN44 3TA,520104,110112,1.18546875,1.453,0.008333333
BR2 9UL,542009,167170,0.897697917,1.453,0.008333333
RG45 7DH,484398,164208,1.3520625,1.189,0.0
ME17 3RU,580596,150724,0.2119375,1.289,0.0
RG14 1HJ,447605,167961,1.3541875,1.189,0.0
PO6 3UB,465262,106089,0.179208333,1.189,0.004166667
EC3M 7AW,533177,181033,5.802614583,1.453,0.008333333
BN41 1XJ,526279,105760,1.18546875,1.453,0.016666667
SS0 0DZ,585556,187887,0.466239583,1.289,0.0
TN6 2FN,552014,130635,0.246114583,1.453,0.008333333
SW6 7DW,524372,177122,1.24978125,1.453,0.0
HA6 2YZ,509108,190944,0.253625,1.453,0.0
ME2 2QQ,571574,168513,0.150145833,1.289,0.004166667
RH19 1ND,538072,138750,0.926635417,1.453,0.0
E11 3HN,539346,186598,0.401947917,1.289,0.0
BN17 7PE,501594,103990,-3.331583333,1.189,0.0
SN6 8AD,423933,188965,0.397,0.743,0.0
UB7 8PF,506251,180799,0.800291667,1.453,0.0
SE15 2EZ,534804,176799,0.087645833,1.453,0.008333333
SW3 4BD,527460,178084,1.088635417,1.453,0.0
BN1 8RF,531039,109158,0.16803125,1.453,0.016666667
SL2 2NS,493960,182144,0.245645833,1.189,0.0
N10 2ZS,528745,189783,2.525052083,1.453,0.0
CT12 6AN,637017,166918,0.163479167,1.36,0.0
GU26 6TT,487827,135415,0.225635417,1.189,0.0
RM3 8FH,554159,191739,1.005916667,1.289,0.0
N1 1YY,531498,184196,5.802614583,1.453,0.0
BH25 5TG,422880,96471,0.1148125,0.743,0.0
KT24 6SG,509413,153505,1.17375,1.453,0.0
CT15 7LD,626877,145575,0.163479167,1.36,0.0
SW19 6BD,523915,173215,1.088635417,1.453,0.0
W14 9XH,524702,178066,1.24978125,1.453,0.0
W1D 5BT,529827,180975,0.795927083,1.453,0.0
BN18 9DL,501664,106959,0.329739583,1.189,0.0
CT6 5DA,617921,167962,0.558104167,1.36,0.016666667
RG5 4SQ,476816,173372,0.205104167,1.189,0.0
TW9 3DS,518990,177293,0.398427083,1.453,0.0
SM4 5AF,525213,168452,-0.008385417,1.453,0.008333333
W2 3HQ,526413,181039,0.795927083,1.453,0.0
UB8 3JW,507721,181919,0.081822917,1.453,0.0
TW9 2JY,518537,175447,0.398427083,1.453,0.0
HA2 8JT,513896,185687,0.017322917,1.453,0.0
SP9 7TA,423016,145357,0.159,0.743,0.004166667
SO41 0AR,426582,95078,0.139364583,0.743,0.0
