postcode,easting,northing,river_level,tide_level,rainfall_level
TN31 6UU,587597,122573,0.203041667,1.289,0.008333333
CR0 2PU,531950,167468,0.976458333,1.453,0.008333333
OX9 3JR,471378,205772,1.275385417,1.189,0.0
SE1 3NY,533748,179482,5.802614583,1.453,0.008333333
UB5 5PZ,512577,183623,0.041354167,1.453,0.0
KT13 8FN,507585,165203,0.16090625,1.453,0.0
BN2 4RU,533346,107203,0.16803125,1.453,0.016666667
HP22 4NA,484795,220203,0.0736875,1.189,0.0
RM10 7ED,549798,186078,0.131458333,1.289,0.0
CT14 0LP,632538,152356,0.163479167,1.36,0.004166667
DA7 6JT,550928,175453,0.22278125,1.289,0.0
HA8 7BU,519117,191736,0.636010417,1.453,0.0
DA1 1JY,554083,173811,0.117114583,1.289,0.0
BN21 4TX,560788,98924,0.1488125,1.453,0.0
BN21 4TX,560788,98924,0.1488125,1.453,0.008333333
SW9 7ZL,531126,176099,0.883375,1.453,0.008333333
N7 8DD,531151,185269,5.802614583,1.453,0.0
PO20 1PJ,486124,101919,0.055479167,1.189,0.0
TN17 3QX,576375,135266,0.2324375,1.289,0.004166667
GU22 9AN,501039,157594,2.255479167,1.189,0.0
N7 9SL,530687,185470,2.525052083,1.453,0.0
NW11 0PX,524750,188437,0.083416667,1.453,0.0
W1U 6SG,527927,181862,0.795927083,1.453,0.0
TW20 9JQ,501359,171132,0.183572917,1.189,0.0
ME1 2XB,574427,165378,0.150145833,1.289,0.004166667
UB8 1DG,505846,184532,0.1983125,1.453,0.0
SO50 8PP,448350,118904,0.690291667,1.189,0.0
RH18 5AN,542504,134766,0.0875,1.453,0.008333333
RM5 2NB,549793,191224,0.394677083,1.289,0.0
RG7 3DD,465603,166908,0.779854167,1.189,0.0
TN12 6UP,566522,144831,0.722979167,1.289,0.020833333
RH7 6LF,536479,143171,0.926635417,1.453,0.0
BN1 3ZG,531040,104624,1.18546875,1.453,0.016666667
KT18 7JU,520216,159903,0.1145,1.453,0.0
ME14 4DE,579857,155636,0.329989583,1.289,0.0
PO18 8LD,481385,105207,0.25321875,1.189,0.0
KT17 1JA,521178,161008,0.1145,1.453,0.008333333
RH10 3RQ,531429,139272,1.12790625,1.453,0.004166667
GU51 1AG,479254,155496,0.440854167,1.189,0.0
TN33 9LN,571828,115150,0.05,1.453,0.008333333
KT11 2SH,512859,159494,1.17375,1.453,0.0
W14 0PY,524005,179211,1.24978125,1.453,0.0
HP5 3HX,496922,202588,0.400927083,1.189,0.016666667
RG20 0BL,439384,163029,0.052895833,1.189,0.025
TN15 6PW,556820,157779,0.251885417,1.289,0.0
BN22 0ES,559415,102334,0.1488125,1.453,0.0
BN22 0ES,559415,102334,0.1488125,1.453,0.008333333
RM6 6RH,548467,188266,0.394677083,1.289,0.0
RG2 0GF,471419,170540,6.67753125,1.189,0.0
GU28 0HN,498783,120544,0.329739583,1.189,0.0
KT6 5JX,516982,166495,0.186958333,1.453,0.0
DA7 4DP,548540,175658,0.139979167,1.289,0.0
KT13 8TE,507182,164476,0.9871875,1.453,0.0
TN7 4AJ,546996,134992,0.114479167,1.453,0.008333333
RG22 4LD,461764,149155,1.0271875,1.189,0.0
PO1 1LE,464664,100289,0.532385417,1.189,0.0
ME16 8QQ,573915,154859,1.300760417,1.289,0.004166667
DA16 2AS,546661,175315,0.304677083,1.289,0.0
N22 7XE,529803,190527,2.525052083,1.453,0.0
N4 2SA,532567,187707,5.802614583,1.453,0.0
NW3 6LL,526323,184603,0.795927083,1.453,0.0
BN1 5GP,529329,108339,0.38971875,1.453,0.016666667
GU34 1JY,471282,139268,0.11896875,1.189,0.0
SS9 1AY,584590,185810,0.466239583,1.289,0.008333333
GU24 9PJ,494553,160876,0.361614583,1.189,0.0
PO9 5JH,472334,108587,0.049885417,1.189,0.0
TW11 9AZ,516338,170702,0.138270833,1.453,0.0
BR5 3JH,547589,168933,0.304677083,1.453,0.0
NW7 1HR,524103,191154,0.246822917,1.453,0.0
W1K 4AG,528473,180876,0.795927083,1.453,0.0
SS7 2JE,581525,187357,0.466239583,1.289,0.0
E9 5DN,536275,184642,5.802614583,1.453,0.008333333
MK18 1LN,469445,234522,0.151541667,1.189,0.0
SL2 4YU,498325,179765,3.368458333,1.189,0.0
BN41 1XE,526093,105719,1.18546875,1.453,0.016666667
RH4 2AT,516727,148458,0.1686875,1.453,0.0
GU34 1SS,471786,139129,0.11896875,1.189,0.0
OX44 7AF,463041,197285,1.0664375,1.189,0.0
SO41 8HE,430758,95380,0.139364583,0.743,0.0
NW2 3AT,523665,185300,0.083416667,1.453,0.0
DA6 8DR,548302,175251,0.304677083,1.289,0.0
SE1 0SA,531881,179567,5.802614583,1.453,0.008333333
BR8 8EH,551684,166914,0.139979167,1.289,0.004166667
E14 8DH,535972,180821,5.802614583,1.453,0.008333333
RG17 0DG,433766,167556,0.052895833,1.189,0.025
E16 4HN,539745,181938,0.401947917,1.289,0.008333333
SO30 2NU,449996,112556,0.144351064,1.189,0.0
TN4 9DH,559128,141646,1.194522222,1.453,0.0
TN13 2AJ,550812,156029,0.251885417,1.453,0.0
TN38 9SS,578401,110725,0.233145833,1.453,0.008333333
RG12 7GP,486499,167230,0.18003125,1.189,0.0
HA4 7YX,507887,187979,0.253625,1.453,0.0
TN24 8TY,600439,143156,0.137166667,1.289,0.004166667
SS6 8DG,581156,191659,0.466239583,1.289,0.0
ME15 7PL,577847,153029,0.329989583,1.289,0.0
KT22 9XG,514721,155070,1.22046875,1.453,0.0
HP7 9AQ,496552,197956,0.400927083,1.189,0.016666667
CT1 1ES,616496,159104,0.558104167,1.36,0.008333333
RG24 7DH,466801,153290,1.0271875,1.189,0.0
GU47 0DU,484731,161902,1.3520625,1.189,0.0
N22 6LA,531525,190293,2.525052083,1.453,0.0
RH5 4LR,515996,142923,0.1686875,1.453,0.0
PO37 6RS,458446,79987,0.353510417,1.189,0.0
GU52 6TJ,481084,152662,0.440854167,1.189,0.0
SL1 2HY,497237,179665,0.102864583,1.189,0.0
TW17 9AP,508047,167399,0.16090625,1.453,0.0
E9 5PJ,536502,185541,5.802614583,1.453,0.008333333
ME5 7LN,577362,166545,0.150145833,1.289,0.004166667
CT9 2JE,636850,170848,0.22603125,1.36,0.0
PO21 4AW,491385,98353,0.055479167,1.189,0.0
OX11 7SY,453655,190901,0.205916667,1.189,0.0
PO33 2DU,459288,92810,0.5180625,1.189,0.0
E2 6FY,534881,182453,5.802614583,1.453,0.008333333
N7 0BX,529617,185298,0.795927083,1.453,0.0
SO31 7FE,450491,108957,0.144351064,1.189,0.0
SS16 6EA,566599,187848,0.466239583,1.289,0.008333333
NW8 8TR,527316,182477,0.795927083,1.453,0.0
N19 3UQ,529803,187707,2.525052083,1.453,0.0
SO16 3TT,442773,116594,0.10625,1.189,0.0
EN5 2NL,524158,195812,0.268125,1.453,0.0
BN20 7HS,560889,97959,0.1488125,1.453,0.0
BN20 7HS,560889,97959,0.1488125,1.453,0.008333333
W1S 1DX,528820,180922,0.795927083,1.453,0.0
RG27 9HF,472424,154173,0.151854167,1.189,0.0
N17 0PN,534351,191351,0.054510417,1.289,0.0
HP18 9EG,468505,209104,1.275385417,1.189,0.0
EC2N 2SF,532957,181436,5.802614583,1.453,0.0
BR1 2SR,541543,168832,0.498802083,1.453,0.008333333
SS0 9DU,586950,186695,0.466239583,1.289,0.0
SO42 7RD,429888,102376,0.026270833,0.743,0.0
RG7 8RN,458467,162847,0.200083333,1.189,0.0
BR6 6EE,546479,163760,0.4166875,1.453,0.0
E6 1PF,542019,183532,0.401947917,1.289,0.0125
SE2 0ET,546383,178439,-1.24275,1.289,0.0
CM4 9QN,566413,199049,0.466239583,1.289,0.008333333
SE18 6FA,543514,177963,0.196427083,1.289,0.0125
RM6 4EF,547630,187718,0.394677083,1.289,0.0125
SO23 8DN,448174,129806,0.44234375,1.189,0.0
UB8 3NE,506100,182043,0.081822917,1.453,0.0
E4 6PN,538554,193519,0.22075,1.289,0.016666667
W11 4BN,523969,180817,1.24978125,1.453,0.0
TN13 2DU,551299,156217,0.251885417,1.453,0.015833333
SM1 2QZ,525337,165094,0.977114583,1.453,0.008333333
SO17 2HE,442696,113953,1.5491875,1.189,0.0
SO53 3LJ,443332,120348,0.095041667,1.189,0.0
OX49 5JN,468580,194640,1.0664375,1.189,0.0
RG27 9LU,471954,153956,0.151854167,1.189,0.0
BR3 4HB,536429,169126,0.259770833,1.453,0.008333333
ME14 4PA,579236,156187,0.329989583,1.289,0.0
GU10 1LS,488111,146480,0.69434375,1.189,0.0
HA3 7NG,515583,190086,0.073614583,1.453,0.0
GU12 4PW,487486,150162,0.69434375,1.189,0.0
SE18 6RE,544068,179392,2.946239583,1.289,0.0125
GU9 9HN,485726,148877,0.69434375,1.189,0.0
PO2 9PQ,465144,103789,0.179208333,1.189,0.0
E10 7DF,537243,187009,0.171541667,1.289,0.0
ME4 4WG,575850,167644,0.150145833,1.289,0.004166667
RH15 9UG,529862,118416,0.16803125,1.453,0.008333333
N8 7PU,530358,189504,2.525052083,1.453,0.0
KT22 8BN,516448,156371,1.22046875,1.453,0.0
SO32 3AG,461084,120475,0.134416667,1.189,0.004166667
W7 1QG,515898,181518,0.192822917,1.453,0.0
RG23 7EW,457363,148679,0.0810625,1.189,0.0
RH17 5TX,525025,126029,0.38971875,1.453,0.0
IG11 7UJ,544932,183802,2.946239583,1.289,0.0125
E7 9AU,539895,184844,0.401947917,1.289,0.0
SP10 3QX,436068,145679,0.254114583,1.189,0.0125
E1 3NR,535797,181883,5.802614583,1.453,0.008333333
E3 4EF,537362,181630,5.802614583,1.453,0.008333333
ME14 4DS,579575,155236,0.329989583,1.289,0.0
ME13 0EH,601060,156615,0.200604167,1.289,0.004166667
KT22 9QJ,514907,155904,1.22046875,1.453,0.0
HP10 9RG,490346,190778,0.190458333,1.189,0.0
RH13 6JW,520638,129060,0.835739583,1.453,0.0
SE1 0HT,532134,180095,5.802614583,1.453,0.008333333
E12 5HL,541287,187023,0.401947917,1.289,0.0
RH15 0LW,532316,118448,0.16803125,1.453,0.008333333
RG17 7LW,433133,178687,0.822291667,1.189,0.020833333
W2 5DE,525074,181149,1.24978125,1.453,0.0
TW17 8NP,509698,167042,3.083177083,1.453,0.0
SE27 9SW,533040,171617,0.976458333,1.453,0.008333333
CR8 4NH,530281,160466,0.058260417,1.453,0.008333333
W11 3DX,525007,180798,1.24978125,1.453,0.0
HA1 2XA,515821,188696,0.177635417,1.453,0.0
CR3 5YX,533647,156639,0.058260417,1.453,0.008333333
HA4 9HA,511629,186712,0.017322917,1.453,0.0
SE19 1PQ,533458,171064,0.976458333,1.453,0.008333333
CT15 5JN,633819,147078,0.163479167,1.36,0.004166667
W1D 4TP,529785,181040,0.795927083,1.453,0.0
NW1 4RE,529433,182967,0.795927083,1.453,0.0
TW8 8FL,517489,177394,0.398427083,1.453,0.0
PO38 2LB,447858,79763,0.636010417,1.189,0.0
UB5 4YW,513060,184355,0.017322917,1.453,0.0
BR1 1PA,540120,169546,0.05725,1.453,0.008333333
SS17 8DU,568929,183546,0.466239583,1.289,0.0
GU6 8RP,505351,139232,1.29515625,1.453,0.004166667
W1T 1QY,529581,181512,0.795927083,1.453,0.0
SS1 1QD,587908,185622,0.150145833,1.289,0.0
TW13 6SP,511651,171185,0.2555625,1.453,0.0
TN14 7AR,549499,162372,0.251885417,1.453,0.0
N16 5DG,533261,187788,5.802614583,1.453,0.0
TW1 2XB,515669,174315,0.07946875,1.453,0.0
E12 5HN,541265,186981,0.401947917,1.289,0.0
TN40 1LA,574504,107164,0.05,1.453,0.008333333
ME1 3PH,574090,165726,0.150145833,1.289,0.004166667
RG10 8DY,478926,178394,1.217302083,1.189,0.0
PO33 3DQ,458729,91965,0.5180625,1.189,0.0
BR1 1SB,540259,169556,0.05725,1.453,0.008333333
SW19 4QP,523920,170729,0.789958333,1.453,0.0
W1G 9SS,528627,181449,0.795927083,1.453,0.0
SW20 8DQ,523891,169090,0.559625,1.453,0.0
GU10 1JH,490735,145806,0.69434375,1.189,0.0
W1K 3AN,528565,180667,0.795927083,1.453,0.0
PO18 9DD,482705,107664,0.25321875,1.189,0.0
SO14 1HU,442377,111575,1.5491875,1.189,0.0
RG41 4EJ,479836,167828,0.4395625,1.189,0.0
W1D 3BF,529682,181135,0.795927083,1.453,0.0
E2 9SW,534532,183514,5.802614583,1.453,0.008333333
TW7 6GG,516432,176550,2.055427083,1.453,0.0
RG40 2JU,482833,168114,0.4395625,1.189,0.0
UB3 3EW,509935,179890,0.06309375,1.453,0.0
SL6 6FQ,487940,181724,-0.007625,1.189,0.0
RH12 3TN,514332,131258,0.229604167,1.453,0.0
HP13 6SL,486671,193352,1.229729167,1.189,0.0
CR8 2EQ,531686,160558,0.058260417,1.453,0.008333333
W1D 7AZ,529594,180849,0.795927083,1.453,0.0
W6 9RL,523191,178122,1.24978125,1.453,0.0
TW10 6RG,518045,174476,2.055427083,1.453,0.0
SW1V 1JD,529155,178662,0.883375,1.453,0.0
OX14 1JU,449012,198348,0.616552083,1.189,0.0
RG6 7DH,474991,171947,0.205104167,1.189,0.0
RH10 6QE,528455,135475,0.203989583,1.453,0.008333333
N8 9NB,530881,188785,2.525052083,1.453,0.0
SL8 5FH,489835,187259,0.190458333,1.189,0.0
NW7 2JW,521709,191824,0.1208125,1.453,0.0
HA3 7AD,515434,189662,0.073614583,1.453,0.0
SS17 8RD,568566,183192,0.466239583,1.289,0.0
PO30 2AR,450539,88799,0.103291667,1.189,0.008333333
CR0 4RW,530688,163690,0.058260417,1.453,0.008333333
PO39 0ES,432161,86278,0.139364583,0.743,0.0
BR6 9EW,546367,165035,0.4166875,1.453,0.0
PO16 0EL,457614,106192,0.179208333,1.189,0.0
SE13 7AY,537804,175762,0.087645833,1.453,0.008333333
ME3 8HS,573848,173321,0.150145833,1.289,0.0
SO50 4GX,445647,119786,0.363416667,1.189,0.0
UB8 2YR,505424,181359,0.43,1.453,0.0
N7 0RD,529564,185627,0.795927083,1.453,0.0
SW1P 1TJ,529548,177433,0.883375,1.453,0.008333333
KT23 4BL,514422,154398,1.22046875,1.453,0.0
TN30 6TT,587716,133075,0.347229167,1.289,0.0
SO50 6EF,447012,119951,0.690291667,1.189,0.0
RH10 4RA,534337,135721,0.114697917,1.453,0.004166667
CM4 0DS,565092,199740,0.466239583,1.289,0.008333333
HA3 0JT,517584,188094,0.177635417,1.453,0.0
HP10 9JN,490188,189142,0.190458333,1.189,0.0
E5 0TD,535845,185857,5.802614583,1.453,0.0
RH10 3NF,529882,138412,0.770395833,1.453,0.004166667
HP13 7RU,488274,192729,1.229729167,1.189,0.0
RM3 7UF,553478,192177,1.005916667,1.289,0.0
SM2 5LW,526360,161856,0.12365625,1.453,0.008333333
UB1 2HJ,513379,181323,0.192822917,1.453,0.0
BR2 8AA,543205,167655,0.897697917,1.453,0.0
TN10 4QA,559681,148044,1.194522222,1.453,0.0
SS2 6TX,585296,189321,0.466239583,1.289,0.0
OX13 5HH,438673,198186,0.227520833,1.189,0.004166667
HA6 2TS,508217,190740,0.253625,1.453,0.0
BN13 3NS,511022,103963,-3.331583333,1.453,0.008333333
SS7 3UQ,579687,188698,0.466239583,1.289,0.008333333
RM13 7DH,552561,184037,0.131458333,1.289,0.0
HA8 7AF,519391,191764,0.636010417,1.453,0.0
GU22 7LB,501427,157892,2.255479167,1.189,0.0
WC2E 9DD,530368,181017,5.802614583,1.453,0.0
DA14 6QR,545119,172215,0.304677083,1.453,0.0
W1F 7EP,529290,181079,0.795927083,1.453,0.0
SO41 0TF,429735,91712,0.139364583,0.743,0.0
E18 2RN,540473,190670,0.401947917,1.289,0.0
NW10 6PL,520895,182794,0.120166667,1.453,0.0
RH11 8FS,526519,136088,0.203989583,1.453,0.008333333
W1D 4EQ,529780,181115,0.795927083,1.453,0.0
KT18 5DU,521133,160583,0.1145,1.453,0.008333333
SW15 1HH,523410,175863,1.24978125,1.453,0.0
RG27 9BB,470492,155960,0.245979167,1.189,0.0
IG6 2BE,544273,189892,0.401947917,1.289,0.0
NW2 1NN,523917,186702,0.083416667,1.453,0.0
CM13 3JF,558376,190654,1.005916667,1.289,0.0
UB5 5BN,512913,184241,0.017322917,1.453,0.0
SE6 1SY,538686,173136,0.512135417,1.453,0.008333333
TN28 8HW,606601,125043,0.05,1.36,0.008333333
BR4 0JQ,537954,166126,0.259770833,1.453,0.008333333
RG40 1GJ,482821,168495,0.4395625,1.189,0.0
N1 2SJ,531902,183890,5.802614583,1.453,0.0
CT14 9UD,636596,152139,0.163479167,1.36,0.004166667
N12 8QU,526225,193079,0.268125,1.453,0.0
PO22 0AJ,496866,104693,0.055479167,1.189,0.0
SO53 4DG,442995,120394,0.095041667,1.189,0.0
SE1 4XX,532583,179538,5.802614583,1.453,0.008333333
NW2 5DT,522678,184886,-1.080875,1.453,0.0
RM12 4YL,553233,186285,0.131458333,1.289,0.0
KT13 0DG,507909,163888,0.9871875,1.453,0.0
SS13 3FB,573660,187978,0.466239583,1.289,0.008333333
PO6 4LW,462474,106562,0.179208333,1.189,0.004166667
HP20 1XU,483227,214600,0.75103125,1.189,0.0
SE7 8DP,541989,178904,0.196427083,1.289,0.0125
SE1 1NB,532678,180153,5.802614583,1.453,0.008333333
OX11 0LX,447960,189251,0.51878125,1.189,0.0
NW1 9DG,529118,184360,0.795927083,1.453,0.0
RG9 1HS,476235,181935,0.143645833,1.189,0.0
SO50 4BP,444572,119996,0.095041667,1.189,0.0
SP9 7TW,422827,145432,0.159,0.743,0.004166667
ME15 7TY,576378,154900,0.329989583,1.289,0.0
TN23 5UF,599077,140631,0.137166667,1.289,0.004166667
RH5 5DR,520457,142202,0.413989583,1.453,0.008333333
NW10 8JX,520906,183854,0.120166667,1.453,0.0
DA8 2EX,551651,176989,0.22278125,1.289,0.0
E1 2JT,534724,181303,5.802614583,1.453,0.008333333
HP11 1EP,488678,192099,1.229729167,1.189,0.0
RG1 7SY,470945,172974,6.67753125,1.189,0.0
SS2 6NF,587536,186904,0.466239583,1.289,0.0
E6 5GF,542855,182746,2.946239583,1.289,0.0125
SS12 0AE,574427,193510,0.466239583,1.289,0.008333333
SW19 8WZ,524334,170172,0.559625,1.453,0.0
KT20 6NW,524630,155609,0.53496875,1.453,0.029166667
ME5 0QD,575303,163534,0.150145833,1.289,0.004166667
SO53 3LG,443299,118620,0.095041667,1.189,0.0
PO21 1HE,493829,99263,0.055479167,1.189,0.0
TW20 0EE,499223,170935,0.793375,1.189,0.0
SW15 3HX,523901,173862,1.24978125,1.453,0.0
CR7 8RW,532613,168319,0.976458333,1.453,0.008333333
BN10 8NF,540991,101520,-5.02471875,1.453,0.0
SE1 2PU,533884,179889,5.802614583,1.453,0.008333333
SO41 8PW,430369,95451,0.139364583,0.743,0.0
E4 6QS,538225,193943,0.22075,1.289,0.016666667
RG41 2QU,480412,168217,0.4395625,1.189,0.0
SP6 1LF,414447,114984,0.1148125,0.743,0.0
KT6 6PS,517821,166297,0.051541667,1.453,0.0
TN15 0QN,560892,153576,0.2955625,1.289,0.0
RH1 1BG,527043,150661,0.53496875,1.453,0.029166667
OX14 5JZ,447939,196210,0.120947917,1.189,0.0
BR7 6DH,543052,171665,0.91425,1.453,0.0
CT12 6DZ,636920,166466,0.163479167,1.36,0.0
BH24 1TG,416491,106580,0.1148125,0.743,0.0
UB5 4LW,514223,185030,0.192822917,1.453,0.0
NW5 4DJ,528504,185142,0.795927083,1.453,0.0
GU52 6NG,480458,152673,0.440854167,1.189,0.0
SE16 4DY,534064,179439,0.087645833,1.453,0.008333333
NW3 7HW,526088,187032,0.795927083,1.453,0.0
SE4 2HN,536095,175218,0.087645833,1.453,0.008333333
IG11 7RB,545288,184038,2.946239583,1.289,0.0125
BN27 3EG,558404,109459,0.1488125,1.453,0.0
BN27 3EG,558404,109459,0.1488125,1.453,0.008333333
TN37 6NH,580371,109005,0.203041667,1.453,0.0
PO2 0RA,465857,102755,0.049885417,1.189,0.0
RG41 2TB,480257,168699,0.4395625,1.189,0.0
PO2 7PU,465417,101545,0.532385417,1.189,0.0
N2 9PS,527342,189378,0.795927083,1.453,0.0
RH2 0BZ,525563,151099,0.53496875,1.453,0.029166667
SE2 0JD,546359,178696,-1.24275,1.289,0.0
HP11 2QY,485786,193159,0.169916667,1.189,0.0
E8 3ES,534445,184311,5.802614583,1.453,0.0
CR5 2AY,529957,160309,-0.014052083,1.453,0.029166667
GU32 1HP,468277,120621,0.131645833,1.189,0.004166667
DA2 7EE,553911,172576,0.117114583,1.289,0.0
RH8 0FZ,539243,152827,0.04415625,1.453,0.0
RG14 1UP,445933,168209,0.065427083,1.189,0.0
SL9 0SE,500037,191949,0.0918125,1.189,0.016666667
CR0 3NS,531071,166216,0.058260417,1.453,0.016666667
RG6 5GU,473976,170483,0.25778125,1.189,0.0
RH10 4SF,532615,134866,0.770395833,1.453,0.004166667
HA0 3NU,517496,186350,0.177635417,1.453,0.0
CR3 5HU,533244,156997,0.058260417,1.453,0.008333333
OX14 1XE,450011,199383,0.616552083,1.189,0.0
SE9 1BX,542672,174398,0.196427083,1.453,0.0
E17 6PE,536714,189017,0.171541667,1.289,0.0
W1K 3JL,528723,180821,0.795927083,1.453,0.0
N15 5HP,533154,188664,5.802614583,1.453,0.0
SW4 6QJ,530222,176483,0.883375,1.453,0.008333333
SE11 4RN,531747,178596,0.883375,1.453,0.008333333
E1 5DZ,534559,182275,5.802614583,1.453,0.008333333
PO33 2TR,459254,91524,0.5180625,1.189,0.0
GU17 0HB,484357,160662,1.3520625,1.189,0.0
BN12 5AW,510560,102742,-3.331583333,1.453,0.008333333
CR8 3AP,530889,161463,0.058260417,1.453,0.008333333
SE10 8BN,537648,177112,0.050947917,1.453,0.008333333
RG23 8JA,461000,152889,0.2371875,1.189,0.0
SW9 9PQ,530388,175611,0.883375,1.453,0.008333333
GU21 4LZ,499948,159046,0.448020833,1.189,0.0
PO8 9XE,467774,111533,0.049885417,1.189,0.0
BN41 1LS,525791,105070,1.18546875,1.453,0.016666667
CT5 4HD,610634,165829,0.385541667,1.289,0.025
PO7 8PY,469225,108745,0.049885417,1.189,0.0
CT12 6PQ,636644,166491,0.163479167,1.36,0.0
W10 5JN,523327,181952,-1.080875,1.453,0.0
ME7 2EA,578551,168137,0.150145833,1.289,0.004166667
OX10 7DY,459683,193412,0.74309375,1.189,0.0
E3 2JU,536730,183983,5.802614583,1.453,0.008333333
NW7 3HN,520750,193368,0.762697917,1.453,0.0
GU2 8AX,498692,150878,1.285479167,1.189,0.0
KT1 3EA,518926,169014,0.186958333,1.453,0.0
RH14 9TN,509048,125520,-17.79117708,1.453,0.0
SE9 1LL,542613,175822,0.196427083,1.453,0.0
W1T 5NA,529073,182173,0.795927083,1.453,0.0
UB4 9DL,511375,181841,0.134510417,1.453,0.0
RG4 7NA,470968,175693,6.67753125,1.189,0.004166667
HA1 2JW,515938,188697,0.177635417,1.453,0.0
SE23 3XL,534784,172941,0.090395833,1.453,0.008333333
W14 9RL,524356,177883,1.24978125,1.453,0.0
ME3 9HL,577636,172111,0.150145833,1.289,0.004166667
CT11 7QT,637215,165442,0.163479167,1.36,0.0
GU16 6NR,489194,156466,0.851354167,1.189,0.0
PO13 9QR,458685,101103,0.532385417,1.189,0.0
SM1 3RE,526907,164787,0.12365625,1.453,0.008333333
TW9 2LR,518301,175409,0.398427083,1.453,0.0
NW9 0DT,521208,188796,0.1208125,1.453,0.0
SE18 1SJ,545240,178598,2.946239583,1.289,0.0
KT12 2JD,510967,168528,0.2555625,1.453,0.0
BR3 9LG,535885,168177,0.259770833,1.453,0.008333333
ME3 7HA,572609,172315,0.150145833,1.289,0.004166667
GU34 4DF,472909,140417,0.11896875,1.189,0.0
NW10 8HU,520621,184451,0.120166667,1.453,0.0
TN12 7PX,559913,145919,1.194522222,1.453,0.0
SM3 9RZ,524059,164962,0.977114583,1.453,0.008333333
RG6 3UE,475804,170462,0.205104167,1.189,0.0
DA8 3PZ,551606,176664,0.22278125,1.289,0.0
SL3 8XF,498325,179765,3.368458333,1.189,0.0
TN23 3LU,600598,139901,0.000520833,1.289,0.004166667
SE25 6QE,532902,168425,0.976458333,1.453,0.008333333
BN7 3AB,536570,115994,0.040458333,1.453,0.0
RH1 3QB,529513,152644,0.53496875,1.453,0.029166667
EN5 2EX,524861,196068,0.268125,1.453,0.0
GU10 1HU,489588,147879,0.69434375,1.189,0.0
SO14 5QQ,443328,112403,1.5491875,1.189,0.0
SE7 7FP,541045,177899,0.196427083,1.453,0.008333333
SO51 0BF,436703,123007,0.347166667,1.189,0.004166667
E14 9FF,537991,179839,0.050947917,1.453,0.008333333
SL3 0YR,498325,179765,3.368458333,1.189,0.0
GU14 9NP,484991,156806,0.980875,1.189,0.0
W2 1BD,526626,181526,0.795927083,1.453,0.0
TW4 6BH,511410,174996,0.06309375,1.453,0.0
HA4 7DG,508698,187107,0.163802083,1.453,0.0
PO38 1XE,453197,76454,0.14584375,1.189,0.0
IG8 9DB,540646,191122,0.22075,1.289,0.0
TN4 0TR,557368,143413,1.194522222,1.453,0.0
BR1 5DX,540409,171894,0.035479167,1.453,0.008333333
PO14 3JR,454107,102185,0.532385417,1.189,0.0
GU29 0JN,485606,120859,0.37025,1.189,0.0
N17 6QL,533780,189846,0.054510417,1.453,0.0
RG27 9AE,470897,153720,0.151854167,1.189,0.0
SM1 3BH,527021,165090,0.12365625,1.453,0.008333333
ME15 0SA,571210,149246,0.45975,1.289,0.008333333
TN12 0EA,580608,145149,0.2119375,1.289,0.0
CT21 5BQ,616028,134705,0.316895833,1.36,0.0
GU7 3FB,497823,145642,0.680583333,1.189,0.0
KT12 5RB,511433,164675,1.676614583,1.453,0.0
ME15 0HU,574896,153043,1.300760417,1.289,0.004166667
CT12 5LD,634383,164197,0.22603125,1.36,0.0
W9 1NL,525704,183030,0.795927083,1.453,0.0
E10 5RA,538171,186485,0.171541667,1.289,0.0
SW20 0LD,523137,169342,0.789958333,1.453,0.0
RH15 9RH,530244,118228,0.16803125,1.453,0.008333333
SO32 3LW,461296,120713,0.134416667,1.189,0.004166667
HA5 1AJ,511730,189230,0.3753125,1.453,0.0
SO16 5GB,439376,115512,0.044114583,1.189,0.004166667
HA0 1JF,518315,183237,0.076614583,1.453,0.0
TN11 8BD,553057,143525,0.321552083,1.453,0.0125
TN39 3BL,571412,107310,0.05,1.453,0.008333333
HA8 0HJ,520558,190814,0.636010417,1.453,0.0
CT2 0HE,619637,161322,0.22603125,1.36,0.008333333
PO20 8JU,480696,96392,0.25321875,1.189,0.0
RG40 5RE,481951,169966,0.4395625,1.189,0.0
SL5 7DB,493830,168326,0.553958333,1.189,0.0
BN21 1HU,559779,99478,0.1488125,1.453,0.0
BN21 1HU,559779,99478,0.1488125,1.453,0.008333333
RG42 4DF,485237,170160,0.18003125,1.189,0.0
HP11 1RN,488271,191878,1.229729167,1.189,0.0
W1U 4JA,528259,181803,0.795927083,1.453,0.0
SE2 0AZ,547541,177915,-1.24275,1.289,0.0
E11 2PW,540024,188043,0.401947917,1.289,0.0
DA17 5EE,548844,178248,-0.647625,1.289,0.0
SM6 0PP,529073,163175,-0.014052083,1.453,0.016666667
NW3 3NP,526826,184228,0.795927083,1.453,0.0
RM18 7EH,563097,176494,0.117114583,1.289,0.0
ME14 5QQ,577109,156774,0.329989583,1.289,0.0
BR8 8AX,551969,168172,0.117114583,1.289,0.004166667
OX49 5ND,467222,195278,1.0664375,1.189,0.0
UB8 3UR,506997,182333,0.081822917,1.453,0.0
SP11 8HP,433161,145235,0.072,1.189,0.0125
W1U 4DE,528313,181595,0.795927083,1.453,0.0
RM16 4JP,564612,178715,0.133041667,1.289,0.0
ME1 1JU,574366,168473,0.150145833,1.289,0.004166667
